episode,step,sim_time,agent_id,policy_head,chosen_action,active_mask,n_valid,max_logit,min_logit,logit_gap_top2,entropy,max_prob,logit_a0,logit_a1,logit_a2,logit_a3,logit_a4,logit_a5,logit_a6
0,48,47.834796,agent_2,actor_logits,2,1,4,0.583048,-0.097322,0.350961,1.355491,0.350167,0.145069,0.232087,0.583048,-0.097322,,,
0,49,47.970563,agent_1,actor_logits,1,1,3,0.624506,-0.795771,0.433440,0.966811,0.529122,0.191066,0.624506,-0.795771,,,,
0,50,48.304952,agent_3,actor_logits,3,1,4,2.087087,-0.794533,1.567851,0.800307,0.747112,-0.517264,-0.794533,0.519236,2.087087,,,
0,51,49.026962,agent_0,actor_logits,2,1,4,1.147783,-0.200724,0.189149,1.221361,0.424688,-0.171294,0.958634,1.147783,-0.200724,,,
0,52,49.030837,agent_5,actor_logits,1,1,2,0.251950,0.176291,0.075659,0.692432,0.518906,0.176291,0.251950,,,,,
0,54,51.000000,agent_4,actor_logits,3,1,5,0.991629,-2.884239,0.309444,1.306003,0.380363,0.682185,-0.629039,0.601118,0.991629,-2.884239,,
0,55,51.304952,agent_3,actor_logits,1,1,3,1.307901,-1.562056,1.387618,0.657017,0.765480,-0.079717,1.307901,-1.562056,,,,
0,56,51.970563,agent_1,actor_logits,3,1,4,0.747955,-0.295671,0.022966,1.311665,0.342465,0.724989,0.221222,-0.295671,0.747955,,,
0,57,53.000000,agent_4,actor_logits,0,1,4,0.915537,0.497979,0.280402,1.373756,0.316870,0.915537,0.616771,0.635136,0.497979,,,
0,58,53.030837,agent_5,actor_logits,1,1,4,0.518704,0.428476,0.040989,1.385749,0.262241,0.456541,0.518704,0.477715,0.428476,,,
0,59,54.857914,agent_0,actor_logits,3,1,4,1.085810,-0.418083,0.234627,1.257579,0.406695,0.277736,-0.418083,0.851183,1.085810,,,
0,60,55.970563,agent_1,actor_logits,0,1,3,0.461764,0.047037,0.254103,1.083760,0.410487,0.461764,0.047037,0.207662,,,,
0,61,56.000000,agent_4,actor_logits,0,1,4,0.791086,0.255278,0.048559,1.356846,0.317626,0.791086,0.255278,0.742527,0.297703,,,
0,62,56.403971,agent_3,actor_logits,3,1,4,1.940505,-2.343712,1.062578,0.915104,0.646249,0.877927,0.269413,-2.343712,1.940505,,,
0,63,56.437122,agent_2,actor_logits,3,1,4,1.144320,-0.165638,0.979173,1.214132,0.519895,-0.135771,-0.165638,0.165147,1.144320,,,
0,64,58.970563,agent_1,actor_logits,2,1,3,1.046234,-0.282839,0.656906,0.966698,0.560797,0.389328,-0.282839,1.046234,,,,
0,65,59.000000,agent_4,actor_logits,2,1,4,1.395483,0.056763,0.913749,1.232143,0.502660,0.481734,0.056763,1.395483,0.275293,,,
0,66,63.970563,agent_1,actor_logits,2,1,4,0.852811,-0.712842,0.022756,1.252622,0.367343,0.830055,-0.712842,0.852811,0.228820,,,
0,67,65.030837,agent_5,actor_logits,1,1,3,0.871635,-0.463053,0.317107,0.981267,0.502136,-0.463053,0.871635,0.554528,,,,
0,68,65.039447,agent_2,actor_logits,1,1,4,0.600378,-0.510191,0.383867,1.315243,0.387541,0.216511,0.600378,0.037874,-0.510191,,,
0,69,65.403971,agent_3,actor_logits,3,1,4,1.400621,-0.848879,1.091620,1.093360,0.586842,0.064682,-0.848879,0.309001,1.400621,,,
0,70,65.708204,agent_4,actor_logits,2,1,3,1.204459,0.201285,0.610569,1.013222,0.523627,0.593889,0.201285,1.204459,,,,
0,71,68.403971,agent_3,actor_logits,3,1,4,0.832359,-0.815178,0.215381,1.202468,0.435303,-0.376656,-0.815178,0.616978,0.832359,,,
0,72,70.414263,agent_0,actor_logits,2,1,3,1.653425,0.497259,0.571849,0.996222,0.532150,1.081576,0.497259,1.653425,,,,
0,73,70.708204,agent_4,actor_logits,3,1,4,1.047758,-0.498871,0.421023,1.256813,0.431784,0.626735,0.241743,-0.498871,1.047758,,,
0,74,71.030837,agent_5,actor_logits,2,1,4,0.681427,-0.307103,0.492631,1.318079,0.403244,-0.018247,0.188796,0.681427,-0.307103,,,
0,75,72.646612,agent_3,actor_logits,0,1,2,-0.423133,-0.759661,0.336529,0.679189,0.583347,-0.423133,-0.759661,,,,,
0,76,74.970563,agent_1,actor_logits,2,1,4,1.446375,-0.880617,0.759946,1.107758,0.551064,0.686428,0.057639,1.446375,-0.880617,,,
0,77,75.646612,agent_3,actor_logits,1,1,2,-0.080937,-0.383419,0.302481,0.681840,0.575049,-0.383419,-0.080937,,,,,
0,78,75.669593,agent_2,actor_logits,0,1,6,0.478689,-0.903638,0.056284,1.714901,0.228545,0.478689,0.368124,-0.903638,0.422405,-0.173737,0.208353,
0,79,77.030837,agent_5,actor_logits,1,1,3,0.531102,0.283765,0.234899,1.091830,0.388874,0.283765,0.531102,0.296203,,,,
0,80,78.669593,agent_2,actor_logits,1,1,6,0.618057,-0.797752,0.216021,1.690497,0.274738,0.402036,0.618057,-0.797752,0.212161,-0.550937,0.130828,
0,81,79.763589,agent_4,actor_logits,4,1,6,1.660988,-1.709961,1.320402,1.364190,0.535706,0.160108,0.220949,0.340586,-0.588448,1.660988,-1.709961,
0,82,79.889253,agent_3,actor_logits,2,1,4,1.272080,-1.070288,1.106834,1.052251,0.612067,0.165247,-1.070288,1.272080,-0.302451,,,
0,83,80.801515,agent_1,actor_logits,1,1,4,1.009908,-0.088114,0.847573,1.276450,0.464163,0.074516,1.009908,-0.088114,0.162335,,,
0,84,83.030837,agent_5,actor_logits,2,1,4,0.434218,-0.893193,0.063734,1.295396,0.338800,0.144104,0.370483,0.434218,-0.893193,,,
0,85,83.141729,agent_2,actor_logits,3,1,4,1.295583,-0.682357,0.569321,1.153287,0.511111,0.726262,-0.081717,-0.682357,1.295583,,,
0,86,85.970612,agent_0,actor_logits,2,1,4,1.766145,-1.480683,0.922330,1.015496,0.596211,0.342224,0.843816,1.766145,-1.480683,,,
0,87,86.458369,agent_1,actor_logits,1,1,4,0.903714,-0.277814,0.540975,1.306049,0.405326,0.355812,0.903714,-0.277814,0.362739,,,
0,88,87.043699,agent_4,actor_logits,1,1,4,0.852447,-1.212473,0.478480,1.197235,0.463426,-0.036012,0.852447,-1.212473,0.373967,,,
0,89,87.889253,agent_3,actor_logits,1,1,3,0.712778,-1.051477,0.691885,0.901932,0.598105,0.020893,0.712778,-1.051477,,,,
0,90,89.030837,agent_5,actor_logits,0,1,3,0.642130,-0.187228,0.160546,1.045603,0.437061,0.642130,-0.187228,0.481584,,,,
0,91,90.889253,agent_3,actor_logits,1,1,3,0.920300,-0.836089,0.873445,0.883889,0.628860,0.046855,0.920300,-0.836089,,,,
0,92,91.801564,agent_0,actor_logits,2,1,4,1.098157,-0.074984,0.491277,1.283494,0.432906,-0.074984,0.606880,1.098157,0.153288,,,
0,93,92.030837,agent_5,actor_logits,1,1,3,0.248072,0.054089,0.013365,1.094870,0.355822,0.054089,0.248072,0.234707,,,,
0,94,92.197114,agent_2,actor_logits,1,1,6,1.696989,-2.383480,1.226969,1.256711,0.585041,-0.254724,1.696989,-0.248194,-0.472723,0.470020,-2.383480,
0,95,93.166573,agent_1,actor_logits,3,1,5,0.904723,-1.298092,0.656274,1.436506,0.399150,-0.075529,0.213243,0.248449,0.904723,-1.298092,,
0,96,94.323809,agent_4,actor_logits,4,1,6,1.272159,-1.493212,0.402395,1.493624,0.407930,-0.225882,0.869765,-0.295646,0.026190,1.272159,-1.493212,
0,97,97.632516,agent_0,actor_logits,0,1,4,0.748746,0.069769,0.297965,1.356073,0.345060,0.748746,0.315779,0.069769,0.450781,,,
0,98,98.030837,agent_5,actor_logits,2,1,4,0.518450,-0.729541,0.112515,1.300423,0.355425,0.060958,0.405935,0.518450,-0.729541,,,
0,99,98.889253,agent_3,actor_logits,1,1,4,1.274615,-1.378739,0.904187,1.021776,0.605480,0.370429,1.274615,-1.378739,-0.460969,,,
0,100,100.237641,agent_1,actor_logits,3,1,4,0.450103,0.035580,0.290255,1.372287,0.322151,0.035580,0.086840,0.159848,0.450103,,,
0,101,100.632516,agent_0,actor_logits,1,1,4,0.566434,-0.019963,0.106016,1.364214,0.310139,0.460418,0.566434,-0.019963,0.303284,,,
0,102,101.603919,agent_4,actor_logits,3,1,4,0.856517,-0.883507,0.781083,1.220502,0.486122,-0.002276,0.075434,-0.883507,0.856517,,,
0,103,102.637420,agent_2,actor_logits,3,1,4,1.476549,-1.026011,0.475979,1.052507,0.535115,-0.321599,1.000570,-1.026011,1.476549,,,
0,104,104.030837,agent_5,actor_logits,2,1,3,1.017375,-1.150016,0.667035,0.849924,0.614362,0.350341,-1.150016,1.017375,,,,
0,105,106.076055,agent_4,actor_logits,2,1,4,0.680288,-0.645283,0.424209,1.234621,0.455682,0.256079,-0.645283,0.680288,-0.612241,,,
0,106,107.308708,agent_1,actor_logits,3,1,5,0.368551,-0.132367,0.097639,1.596017,0.242578,0.270912,-0.132367,0.192895,0.368551,0.107868,,
0,107,107.889253,agent_3,actor_logits,0,1,4,1.143247,-1.259603,0.377611,1.116050,0.491609,1.143247,0.765636,-1.259603,-0.210844,,,
0,108,109.708488,agent_2,actor_logits,3,1,4,1.522583,-1.353744,0.670311,1.010821,0.577896,-0.294347,0.852273,-1.353744,1.522583,,,
0,109,110.548191,agent_4,actor_logits,2,1,4,1.513983,-0.879928,1.414515,0.923276,0.693112,0.099468,-0.879928,1.513983,-0.707457,,,
0,110,110.889253,agent_3,actor_logits,0,1,4,1.479143,-0.513720,1.143855,1.096976,0.595387,1.479143,0.335287,-0.513720,-0.013907,,,
0,111,111.632516,agent_0,actor_logits,3,1,4,1.106455,-0.323604,0.631589,1.241480,0.474221,0.474866,0.020803,-0.323604,1.106455,,,
0,112,113.889253,agent_3,actor_logits,0,1,4,1.363097,-0.283056,0.923759,1.153374,0.553643,1.363097,0.439337,-0.167515,-0.283056,,,
0,113,114.379776,agent_1,actor_logits,2,1,4,0.431127,-0.031693,0.153877,1.369693,0.314849,0.277250,0.058968,0.431127,-0.031693,,,
0,114,116.030837,agent_5,actor_logits,0,1,4,0.788129,-0.241475,0.038975,1.314700,0.343023,0.788129,-0.241475,0.271179,0.749154,,,
0,115,116.889253,agent_3,actor_logits,0,1,4,1.643903,-0.645355,0.989691,1.001247,0.627994,1.643903,0.654212,-0.481878,-0.645355,,,
0,116,117.548191,agent_4,actor_logits,2,1,4,0.976017,-0.705651,0.614362,1.197764,0.496934,0.361655,-0.278230,0.976017,-0.705651,,,
0,117,119.030837,agent_5,actor_logits,3,1,4,1.327439,-0.109156,0.929624,1.211623,0.518021,0.116735,-0.109156,0.397816,1.327439,,,
0,118,119.607983,agent_2,actor_logits,2,1,3,0.592436,-0.141571,0.651785,1.039488,0.499726,-0.141571,-0.059349,0.592436,,,,
0,119,119.889253,agent_3,actor_logits,0,1,4,1.082604,-0.254791,0.890338,1.235279,0.499062,1.082604,0.192266,-0.254791,-0.023895,,,
0,120,120.462539,agent_1,actor_logits,4,1,5,0.920012,-0.181913,0.514049,1.532125,0.348593,-0.007706,-0.181913,0.405964,0.309224,0.920012,,
0,121,122.548191,agent_4,actor_logits,0,1,4,0.819584,-0.988600,0.162223,1.222834,0.406765,0.819584,0.008150,0.657361,-0.988600,,,
0,122,122.632516,agent_0,actor_logits,0,1,3,0.659146,0.014394,0.439716,1.060870,0.461039,0.659146,0.219429,0.014394,,,,
0,123,122.889253,agent_3,actor_logits,1,1,4,1.527291,-1.405402,0.621410,1.099063,0.520038,0.905881,1.527291,-1.405402,0.426169,,,
0,124,125.030837,agent_5,actor_logits,2,1,3,1.235045,0.130982,0.596905,1.001435,0.531340,0.638141,0.130982,1.235045,,,,
0,125,125.548191,agent_4,actor_logits,2,1,4,1.074219,-1.063060,0.439544,1.186220,0.464330,0.634675,0.136034,1.074219,-1.063060,,,
0,126,125.632516,agent_0,actor_logits,1,1,3,0.735903,-0.141661,0.051640,1.035962,0.422750,0.684263,0.735903,-0.141661,,,,
0,127,126.462539,agent_1,actor_logits,3,1,4,0.986685,-0.755323,0.535910,1.238941,0.447977,0.450775,0.235804,-0.755323,0.986685,,,
0,128,128.274417,agent_3,actor_logits,3,1,4,2.151679,-2.093159,0.796578,0.778872,0.663098,1.355101,-0.997994,-2.093159,2.151679,,,
0,129,129.507478,agent_2,actor_logits,1,1,4,1.499735,-1.235777,0.866841,1.032420,0.594458,0.632893,1.499735,-1.235777,-0.124479,,,
0,130,130.030837,agent_5,actor_logits,1,1,5,1.665428,-1.856585,1.309999,1.125340,0.613073,0.355429,1.665428,0.137539,-1.856585,-0.499356,,
0,131,130.274417,agent_3,actor_logits,3,1,4,2.764363,-2.617501,1.770301,0.549725,0.828545,0.994062,-0.675985,-2.617501,2.764363,,,
0,132,130.462539,agent_1,actor_logits,0,1,3,0.912791,0.077701,0.109983,1.043536,0.429243,0.912791,0.802808,0.077701,,,,
0,133,130.548191,agent_4,actor_logits,2,1,4,0.674384,-0.745898,0.027830,1.230707,0.389281,0.646555,-0.362279,0.674384,-0.745898,,,
0,134,133.462539,agent_1,actor_logits,1,1,3,1.055231,0.233232,0.498272,1.040821,0.488488,0.556960,1.055231,0.233232,,,,
0,135,134.746553,agent_3,actor_logits,2,1,3,1.020161,-1.077158,0.601240,0.864723,0.598474,0.418920,-1.077158,1.020161,,,,
0,136,135.548191,agent_4,actor_logits,0,1,4,0.621213,-0.328770,0.306163,1.306056,0.396079,0.621213,-0.290758,0.315050,-0.328770,,,
0,137,136.578546,agent_2,actor_logits,1,1,4,2.213873,-1.746012,1.258619,0.855498,0.693924,0.955254,2.213873,0.233146,-1.746012,,,
0,138,136.632516,agent_0,actor_logits,2,1,4,0.816052,-0.268168,0.012879,1.273702,0.368370,0.803173,-0.268168,0.816052,-0.127380,,,
0,139,137.462539,agent_1,actor_logits,1,1,4,1.425227,-0.640979,0.681534,1.100872,0.551143,0.743693,1.425227,-0.279049,-0.640979,,,
0,140,138.548191,agent_4,actor_logits,0,1,4,0.294278,-0.311176,0.054083,1.361506,0.290827,0.294278,0.240195,0.238017,-0.311176,,,
0,141,138.574840,agent_5,actor_logits,1,1,4,2.283341,-1.909210,2.043103,0.598242,0.830246,0.240238,2.283341,-0.534611,-1.909210,,,
0,142,141.548191,agent_4,actor_logits,2,1,4,0.413080,-0.264842,0.114582,1.355181,0.324015,0.298497,0.037467,0.413080,-0.264842,,,
0,143,141.574840,agent_5,actor_logits,1,1,3,0.971053,0.025113,0.681430,1.014711,0.527925,0.025113,0.971053,0.289624,,,,
0,144,143.462539,agent_1,actor_logits,1,1,5,1.243340,-0.419717,1.059261,1.415934,0.468708,0.014114,1.243340,-0.419717,0.055032,0.184079,,
0,145,143.690825,agent_3,actor_logits,1,1,3,0.461044,-2.054976,0.081334,0.833407,0.499334,0.379709,0.461044,-2.054976,,,,
0,146,146.548191,agent_4,actor_logits,0,1,4,1.135995,-0.595240,1.114426,1.123162,0.582638,1.135995,-0.419127,-0.595240,0.021569,,,
0,147,146.574840,agent_5,actor_logits,1,1,4,0.844589,-0.881072,0.189966,1.246343,0.394196,0.654622,0.844589,0.213037,-0.881072,,,
0,148,147.632516,agent_0,actor_logits,2,1,4,1.560020,-0.848102,0.831335,1.081238,0.571855,0.728685,0.060520,1.560020,-0.848102,,,
0,149,147.758886,agent_2,actor_logits,2,1,4,1.298349,-0.910996,0.298418,1.182189,0.442725,0.999931,0.399347,1.298349,-0.910996,,,
0,150,149.548191,agent_4,actor_logits,3,1,4,0.871074,-0.616601,0.773864,1.252313,0.467220,0.097210,0.079644,-0.616601,0.871074,,,
0,151,150.574840,agent_5,actor_logits,2,1,5,1.856208,-2.082821,1.411553,0.994708,0.678509,0.444654,-0.459434,1.856208,-0.334077,-2.082821,,
0,152,151.690825,agent_3,actor_logits,3,1,4,2.622648,-1.139370,2.872620,0.459962,0.890290,-0.249972,-1.139370,-0.513678,2.622648,,,
0,153,152.462539,agent_1,actor_logits,1,1,3,1.392352,-0.086466,1.420368,0.847832,0.680489,-0.086466,1.392352,-0.028016,,,,
0,154,153.463468,agent_0,actor_logits,1,1,4,2.276930,-1.157024,1.328127,0.796454,0.728304,0.948803,2.276930,-0.302451,-1.157024,,,
0,155,154.467090,agent_2,actor_logits,2,1,3,1.198131,0.871862,0.164535,1.089792,0.389120,1.033596,0.871862,1.198131,,,,
0,156,154.574840,agent_5,actor_logits,0,1,4,0.994438,-1.153512,0.175175,1.185129,0.421667,0.994438,-1.153512,0.819263,0.116180,,,
0,157,154.690825,agent_3,actor_logits,1,1,3,0.698320,-0.937054,0.861571,0.902917,0.618285,-0.163251,0.698320,-0.937054,,,,
0,158,156.548191,agent_4,actor_logits,2,1,4,0.946564,-0.361782,0.985632,1.228704,0.508554,-0.039068,-0.183881,0.946564,-0.361782,,,
0,159,157.574840,agent_5,actor_logits,2,1,4,0.866783,-0.922862,0.376480,1.244005,0.418750,0.490303,-0.922862,0.866783,0.240856,,,
0,160,158.462539,agent_1,actor_logits,2,1,4,1.416001,-0.452121,1.303140,1.076444,0.616652,-0.452121,0.112861,1.416001,-0.215845,,,
0,161,159.120322,agent_0,actor_logits,1,1,4,1.483997,-0.823145,0.386634,1.067828,0.515555,1.097363,1.483997,-0.343768,-0.823145,,,
0,162,159.467090,agent_2,actor_logits,0,1,4,1.406172,-0.322568,0.761574,1.141989,0.544097,1.406172,0.644598,-0.322568,-0.236463,,,
0,163,159.789845,agent_3,actor_logits,3,1,4,1.773463,-0.922507,1.049774,0.888116,0.673330,0.723689,-0.919773,-0.922507,1.773463,,,
0,164,162.467090,agent_2,actor_logits,0,1,4,1.315022,-0.475340,0.393174,1.142873,0.491779,1.315022,0.921848,-0.337195,-0.475340,,,
0,165,162.574840,agent_5,actor_logits,2,1,3,0.732853,-0.247319,0.703086,1.008857,0.534673,0.029767,-0.247319,0.732853,,,,
0,166,163.548191,agent_4,actor_logits,0,1,4,0.551126,-0.255883,0.394003,1.336359,0.379219,0.551126,0.157123,-0.255883,-0.109632,,,
0,167,165.462539,agent_1,actor_logits,2,1,3,0.611244,-0.451872,0.632742,1.004178,0.532904,-0.451872,-0.021498,0.611244,,,,
0,168,165.467090,agent_2,actor_logits,0,1,4,1.273444,-0.636742,0.437402,1.154622,0.492500,1.273444,0.836042,-0.167551,-0.636742,,,
0,169,165.574840,agent_5,actor_logits,2,1,4,0.538610,-0.244259,0.579582,1.333447,0.395110,-0.127473,-0.244259,0.538610,-0.040972,,,
0,170,165.828526,agent_0,actor_logits,4,1,5,0.682868,-0.234816,0.198123,1.570218,0.276772,0.292424,-0.234816,0.349649,0.484745,0.682868,,
0,171,166.548191,agent_4,actor_logits,0,1,4,0.676126,-0.555731,0.307939,1.252155,0.429398,0.676126,0.368186,-0.520775,-0.555731,,,
0,172,168.467090,agent_2,actor_logits,0,1,4,1.110867,-0.243038,0.702675,1.238784,0.484352,1.110867,0.408192,-0.056692,-0.243038,,,
0,173,168.789845,agent_3,actor_logits,2,1,4,1.424556,-2.696937,0.097818,1.024799,0.452792,0.170991,-2.696937,1.424556,1.326738,,,
0,174,169.548191,agent_4,actor_logits,0,1,4,0.587335,-0.776906,0.324848,1.272171,0.414940,0.587335,0.262487,-0.776906,-0.252513,,,
0,175,171.467090,agent_2,actor_logits,0,1,4,1.084132,-0.087211,0.749752,1.259305,0.474404,1.084132,0.334381,-0.038339,-0.087211,,,
0,176,171.574840,agent_5,actor_logits,2,1,4,1.093802,-1.019216,0.516104,1.154187,0.499502,0.577698,-1.019216,1.093802,-0.163993,,,
