episode,step,sim_time,agent_id,policy_head,chosen_action,active_mask,n_valid,max_logit,min_logit,logit_gap_top2,entropy,max_prob,logit_a0,logit_a1,logit_a2,logit_a3
0,73,14.536379,agent_1,actor_logits,2,1,3,0.735097,-0.776971,0.666522,0.940028,0.576720,0.068574,-0.776971,0.735097,
0,74,14.570145,agent_2,actor_logits,0,1,3,2.565097,-5.890406,0.131014,0.692071,0.532646,2.565097,2.434083,-5.890406,
0,75,14.808382,agent_0,actor_logits,1,1,3,1.103189,-1.669530,0.887967,0.753416,0.678434,0.215222,1.103189,-1.669530,
0,76,15.070145,agent_2,actor_logits,1,1,3,2.745850,-5.844618,0.473900,0.666921,0.616236,2.271950,2.745850,-5.844618,
0,77,15.340405,agent_3,actor_logits,0,1,3,2.523650,-4.747986,0.191641,0.691692,0.547556,2.523650,-4.747986,2.332009,
0,78,15.575840,agent_2,actor_logits,2,1,3,0.295295,-0.385421,0.187060,1.062261,0.428147,0.108235,-0.385421,0.295295,
0,79,15.634283,agent_1,actor_logits,1,1,3,1.776709,-2.751189,1.183302,0.587709,0.759262,0.593407,1.776709,-2.751189,
0,80,15.840405,agent_3,actor_logits,2,1,3,5.065708,-7.212556,2.503989,0.267893,0.924417,2.561718,-7.212556,5.065708,
0,81,16.094301,agent_2,actor_logits,1,1,3,2.604641,-5.645581,0.386578,0.676224,0.595366,2.218063,2.604641,-5.645581,
0,82,16.350382,agent_0,actor_logits,1,1,2,0.488209,0.367661,0.120549,0.691334,0.530101,0.367661,0.488209,,
0,83,16.567206,agent_2,actor_logits,0,1,3,0.250004,-0.356647,0.130493,1.068715,0.412739,0.250004,-0.356647,0.119511,
0,84,16.702854,agent_1,actor_logits,0,1,3,0.402258,-0.518437,0.433313,1.032608,0.488615,0.402258,-0.031055,-0.518437,
0,85,17.067206,agent_2,actor_logits,2,1,3,1.053133,-1.098613,0.907918,0.824116,0.658049,0.145214,-1.098613,1.053133,
0,86,17.202854,agent_1,actor_logits,1,1,3,0.586531,-0.621982,0.677321,0.981674,0.553521,-0.090790,0.586531,-0.621982,
0,87,17.423205,agent_3,actor_logits,2,1,3,4.169624,-5.622148,2.404284,0.286210,0.917106,1.765339,-5.622148,4.169624,
0,88,17.548751,agent_2,actor_logits,1,1,3,2.953827,-5.167216,1.426031,0.493688,0.806089,1.527796,2.953827,-5.167216,
0,89,17.710012,agent_0,actor_logits,2,1,3,2.000616,-2.209166,1.635624,0.505467,0.826665,0.364992,-2.209166,2.000616,
0,90,17.894303,agent_3,actor_logits,1,1,2,1.627454,1.544356,0.083098,0.692285,0.520763,1.544356,1.627454,,
0,91,18.093042,agent_2,actor_logits,1,1,3,1.757437,-1.153658,2.425543,0.459814,0.875008,-0.668107,1.757437,-1.153658,
0,92,18.156402,agent_1,actor_logits,1,1,3,1.853950,-3.302814,0.999645,0.606970,0.727924,0.854305,1.853950,-3.302814,
0,93,18.247649,agent_0,actor_logits,0,1,3,0.971131,-2.256847,0.141112,0.777353,0.524101,0.971131,0.830019,-2.256847,
0,94,18.375771,agent_3,actor_logits,1,1,3,1.154538,-1.844565,0.743821,0.751876,0.655683,0.410717,1.154538,-1.844565,
0,95,18.645965,agent_1,actor_logits,1,1,3,1.106971,-1.951608,0.658069,0.757317,0.639057,0.448902,1.106971,-1.951608,
0,96,18.747649,agent_0,actor_logits,0,1,3,0.855624,-1.084820,0.776881,0.868791,0.623644,0.855624,-1.084820,0.078743,
0,97,19.247649,agent_0,actor_logits,2,1,3,1.021948,-0.924260,1.080032,0.828571,0.674582,-0.058084,-0.924260,1.021948,
0,98,19.639674,agent_2,actor_logits,2,1,3,3.606773,-3.447451,3.385523,0.150810,0.966442,0.221251,-3.447451,3.606773,
0,99,20.000135,agent_3,actor_logits,2,1,3,3.572899,-5.944651,0.972040,0.588205,0.725487,2.600859,-5.944651,3.572899,
0,100,20.133621,agent_1,actor_logits,0,1,2,0.509261,-0.291285,0.800547,0.619027,0.690091,0.509261,-0.291285,,
0,101,20.200625,agent_0,actor_logits,0,1,3,0.570585,-0.597913,0.725135,0.983009,0.557074,0.570585,-0.154550,-0.597913,
0,102,20.633621,agent_1,actor_logits,1,1,2,0.611242,-0.231609,0.842851,0.611654,0.699065,-0.231609,0.611242,,
0,103,20.700625,agent_0,actor_logits,2,1,3,0.164352,-0.158580,0.218233,1.089305,0.395576,-0.053881,-0.158580,0.164352,
0,104,21.063662,agent_2,actor_logits,2,1,3,4.259673,-4.513961,3.601591,0.124016,0.973298,0.658082,-4.513961,4.259673,
0,105,21.518546,agent_3,actor_logits,2,1,3,3.563169,-4.934239,1.956679,0.376135,0.876017,1.606490,-4.934239,3.563169,
0,106,21.603444,agent_2,actor_logits,1,1,3,3.125484,-6.138608,0.977941,0.587203,0.726649,2.147543,3.125484,-6.138608,
0,107,21.717542,agent_0,actor_logits,1,1,3,2.762418,-2.971603,2.879757,0.227821,0.943946,-0.117339,2.762418,-2.971603,
0,108,22.008486,agent_3,actor_logits,1,1,2,2.227029,1.564131,0.662898,0.641094,0.659911,1.564131,2.227029,,
0,109,22.062443,agent_1,actor_logits,2,1,3,1.403819,-1.920920,0.862698,0.708829,0.685869,0.541121,-1.920920,1.403819,
0,110,22.075376,agent_2,actor_logits,2,1,3,0.640881,-1.079027,0.185839,0.927953,0.497639,0.455043,-1.079027,0.640881,
0,111,22.509438,agent_3,actor_logits,1,1,3,1.034695,-1.523662,0.778268,0.791085,0.650774,0.256427,1.034695,-1.523662,
0,112,22.521534,agent_1,actor_logits,1,1,3,2.984774,-4.698857,2.018822,0.364822,0.882401,0.965952,2.984774,-4.698857,
0,113,22.530088,agent_2,actor_logits,1,1,3,3.072706,-6.931477,0.240054,0.686271,0.559713,2.832652,3.072706,-6.931477,
0,114,22.817049,agent_0,actor_logits,0,1,3,0.329099,-0.571671,0.162785,1.037130,0.443256,0.329099,-0.571671,0.166313,
0,115,23.034279,agent_1,actor_logits,1,1,3,1.973061,-2.655260,1.727364,0.468510,0.842089,0.245697,1.973061,-2.655260,
0,116,23.059296,agent_2,actor_logits,2,1,3,1.630219,-2.238399,0.908524,0.667411,0.702244,0.721695,-2.238399,1.630219,
0,117,23.317049,agent_0,actor_logits,1,1,3,0.518910,-0.625332,0.544133,0.999444,0.526646,-0.025223,0.518910,-0.625332,
0,118,23.515649,agent_2,actor_logits,1,1,3,2.587117,-5.197205,0.690510,0.639290,0.665896,1.896607,2.587117,-5.197205,
0,119,23.892333,agent_3,actor_logits,0,1,3,1.933156,-3.749816,0.028703,0.704537,0.506301,1.933156,-3.749816,1.904452,
0,120,24.065261,agent_2,actor_logits,1,1,3,1.747267,-0.877043,2.604098,0.470629,0.872251,-0.877043,1.747267,-0.856831,
0,121,24.293373,agent_0,actor_logits,1,1,3,1.666590,-2.090070,1.621459,0.533953,0.819020,0.045131,1.666590,-2.090070,
0,122,24.392333,agent_3,actor_logits,2,1,3,4.663612,-6.770599,2.187179,0.327192,0.899083,2.476433,-6.770599,4.663612,
0,123,24.510927,agent_1,actor_logits,0,1,2,0.486386,-1.066625,1.553012,0.463186,0.825348,0.486386,-1.066625,,
0,124,24.840481,agent_0,actor_logits,2,1,3,3.951208,-4.536104,3.087915,0.181090,0.956203,0.863293,-4.536104,3.951208,
0,125,25.010927,agent_1,actor_logits,0,1,2,0.195836,-0.577378,0.773214,0.623651,0.684216,0.195836,-0.577378,,
0,126,25.291629,agent_0,actor_logits,2,1,3,2.952295,-3.010668,2.659720,0.257839,0.932366,0.292575,-3.010668,2.952295,
0,127,25.510927,agent_1,actor_logits,0,1,2,-0.400516,-0.571091,0.170575,0.689523,0.542541,-0.400516,-0.571091,,
0,128,25.573995,agent_2,actor_logits,2,1,3,3.536580,-3.823917,2.905706,0.208938,0.947557,0.630874,-3.823917,3.536580,
0,129,26.000567,agent_3,actor_logits,2,1,3,3.343072,-5.512456,1.018095,0.579632,0.734525,2.324977,-5.512456,3.343072,
0,130,26.010927,agent_1,actor_logits,0,1,2,0.162813,-0.078581,0.241394,0.685916,0.560057,0.162813,-0.078581,,
0,131,26.335773,agent_0,actor_logits,0,1,3,0.219550,-0.466415,0.038553,1.057653,0.405551,0.219550,-0.466415,0.180997,
0,132,26.504264,agent_3,actor_logits,1,1,2,2.246266,1.266684,0.979582,0.586195,0.727025,1.266684,2.246266,,
0,133,26.510927,agent_1,actor_logits,0,1,2,0.327484,-0.202626,0.530110,0.659217,0.629509,0.327484,-0.202626,,
0,134,26.835773,agent_0,actor_logits,2,1,3,0.810974,-0.428199,1.122350,0.927824,0.619142,-0.311375,-0.428199,0.810974,
0,135,26.980946,agent_3,actor_logits,0,1,3,0.304056,-0.675390,0.017969,1.021176,0.424140,0.304056,0.286088,-0.675390,
0,136,27.010927,agent_1,actor_logits,1,1,2,-0.088302,-0.192091,0.103789,0.691803,0.525924,-0.192091,-0.088302,,
0,137,27.128508,agent_2,actor_logits,2,1,3,4.099848,-4.491485,3.319101,0.153153,0.964905,0.780747,-4.491485,4.099848,
0,138,27.480946,agent_3,actor_logits,1,1,3,1.116172,-0.714051,1.559800,0.768582,0.729631,-0.443627,1.116172,-0.714051,
0,139,27.621985,agent_2,actor_logits,1,1,3,2.869272,-6.090442,0.522491,0.660940,0.627679,2.346781,2.869272,-6.090442,
0,140,27.863966,agent_0,actor_logits,1,1,3,1.885685,-2.224171,1.793887,0.477096,0.845507,0.091799,1.885685,-2.224171,
0,141,28.167366,agent_2,actor_logits,2,1,3,0.655045,-0.666422,0.584600,0.972936,0.548224,0.070444,-0.666422,0.655045,
0,142,28.394392,agent_1,actor_logits,2,1,3,1.757818,-2.125042,1.326640,0.587443,0.777630,0.431178,-2.125042,1.757818,
0,143,28.643705,agent_2,actor_logits,1,1,3,2.402755,-5.064752,0.459682,0.670318,0.612724,1.943073,2.402755,-5.064752,
0,144,28.894451,agent_1,actor_logits,1,1,3,3.404468,-3.586664,3.741093,0.117260,0.975945,-0.336624,3.404468,-3.586664,
0,145,28.939136,agent_0,actor_logits,2,1,3,0.334812,-0.466550,0.255262,1.049718,0.449755,0.079550,-0.466550,0.334812,
0,146,28.967064,agent_3,actor_logits,2,1,3,3.367719,-6.327925,0.222506,0.687359,0.555379,3.145212,-6.327925,3.367719,
0,147,29.111570,agent_2,actor_logits,0,1,3,1.080415,-1.897479,0.294110,0.792031,0.556764,1.080415,-1.897479,0.786305,
0,148,29.435714,agent_1,actor_logits,1,1,3,1.193119,-2.083230,0.720427,0.732669,0.656034,0.472692,1.193119,-2.083230,
0,149,29.611570,agent_2,actor_logits,2,1,3,1.501127,-1.391868,1.448008,0.642946,0.774925,0.053118,-1.391868,1.501127,
0,150,30.013240,agent_0,actor_logits,1,1,3,0.633680,-0.717078,0.644732,0.964603,0.560586,-0.011052,0.633680,-0.717078,
0,151,30.122467,agent_2,actor_logits,0,1,3,2.108719,-4.841905,0.079999,0.696288,0.519730,2.108719,2.028719,-4.841905,
0,152,30.406597,agent_3,actor_logits,2,1,3,3.528758,-5.297809,1.552817,0.464387,0.825220,1.975941,-5.297809,3.528758,
0,153,30.622467,agent_2,actor_logits,1,1,3,2.632195,-5.669480,0.399310,0.674964,0.598433,2.232885,2.632195,-5.669480,
0,154,30.932848,agent_3,actor_logits,1,1,2,2.252671,1.433684,0.818987,0.615845,0.694021,1.433684,2.252671,,
0,155,30.943808,agent_0,actor_logits,1,1,3,1.572141,-1.298049,2.010693,0.537232,0.839924,-0.438552,1.572141,-1.298049,
0,156,30.977399,agent_1,actor_logits,1,1,2,0.667189,0.584689,0.082500,0.692297,0.520613,0.584689,0.667189,,
0,157,31.126405,agent_2,actor_logits,2,1,3,1.475839,-1.422751,1.362652,0.658722,0.762729,0.113187,-1.422751,1.475839,
0,158,31.460711,agent_3,actor_logits,1,1,3,0.911662,-1.291406,0.698631,0.842276,0.621995,0.213031,0.911662,-1.291406,
0,159,31.608821,agent_2,actor_logits,1,1,3,2.977936,-5.978216,0.812914,0.617766,0.692668,2.165022,2.977936,-5.978216,
0,160,31.949879,agent_0,actor_logits,0,1,3,0.201687,-0.279757,0.222511,1.079764,0.413497,0.201687,-0.279757,-0.020824,
0,161,32.151731,agent_2,actor_logits,1,1,3,0.376311,-0.461580,0.240238,1.045578,0.450641,-0.461580,0.376311,0.136073,
0,162,32.327570,agent_1,actor_logits,0,1,3,0.399133,-0.775006,0.280796,1.003306,0.484433,0.399133,0.118337,-0.775006,
0,163,32.449879,agent_0,actor_logits,0,1,3,0.855275,-0.750865,1.179643,0.864978,0.663108,0.855275,-0.750865,-0.324368,
0,164,32.816554,agent_3,actor_logits,2,1,3,3.387468,-6.092531,0.507459,0.662456,0.624181,2.880008,-6.092531,3.387468,
0,165,32.827570,agent_1,actor_logits,0,1,3,0.383306,-0.758575,0.221936,1.007270,0.471657,0.383306,0.161371,-0.758575,
0,166,32.949879,agent_0,actor_logits,0,1,3,0.612175,-0.707900,0.749028,0.960056,0.574732,0.612175,-0.136853,-0.707900,
0,167,33.327570,agent_1,actor_logits,1,1,3,0.992878,-0.706761,1.403877,0.815429,0.700088,-0.410999,0.992878,-0.706761,
0,168,33.449879,agent_0,actor_logits,2,1,3,1.675053,-1.664176,1.579412,0.573931,0.805438,0.095641,-1.664176,1.675053,
0,169,33.765347,agent_2,actor_logits,2,1,3,4.082229,-4.057638,3.691241,0.117033,0.975388,0.390988,-4.057638,4.082229,
0,170,34.361464,agent_0,actor_logits,2,1,3,0.192661,-0.382865,0.039031,1.069002,0.396176,-0.382865,0.153630,0.192661,
0,171,34.416053,agent_3,actor_logits,2,1,3,3.008287,-5.010061,0.854607,0.611585,0.701371,2.153681,-5.010061,3.008287,
0,172,34.769824,agent_1,actor_logits,1,1,2,0.267048,-0.355512,0.622560,0.646950,0.650801,-0.355512,0.267048,,
0,173,34.874619,agent_3,actor_logits,1,1,2,1.667481,0.831755,0.835726,0.612914,0.697564,0.831755,1.667481,,
0,174,35.331540,agent_3,actor_logits,1,1,3,0.680957,-0.657126,0.791054,0.953466,0.582848,-0.110097,0.680957,-0.657126,
0,175,35.378750,agent_2,actor_logits,2,1,3,3.418203,-4.149552,2.414809,0.287718,0.917514,1.003393,-4.149552,3.418203,
0,176,35.450854,agent_0,actor_logits,2,1,3,0.676452,-0.696035,0.592039,0.965328,0.553503,0.084413,-0.696035,0.676452,
0,177,35.905334,agent_2,actor_logits,1,1,3,3.471774,-6.907654,0.994783,0.583479,0.730015,2.476991,3.471774,-6.907654,
0,178,36.265622,agent_1,actor_logits,2,1,3,2.729590,-2.939868,2.321591,0.321274,0.907798,0.407999,-2.939868,2.729590,
0,179,36.402862,agent_2,actor_logits,1,1,3,1.331840,-0.843511,1.835318,0.665551,0.785465,-0.503478,1.331840,-0.843511,
0,180,36.770602,agent_1,actor_logits,1,1,3,2.394856,-3.282111,2.070113,0.370291,0.885273,0.324743,2.394856,-3.282111,
0,181,36.839371,agent_0,actor_logits,2,1,3,1.648376,-1.315603,1.804017,0.565751,0.822200,-0.155641,-1.315603,1.648376,
0,182,36.909721,agent_3,actor_logits,2,1,3,3.500339,-6.681682,0.151875,0.690498,0.537885,3.348464,-6.681682,3.500339,
0,183,37.307845,agent_1,actor_logits,1,1,3,0.785748,-1.337657,0.565559,0.864214,0.592534,0.220190,0.785748,-1.337657,
0,184,37.331685,agent_0,actor_logits,1,1,3,2.399195,-5.143503,0.396897,0.676493,0.597752,2.002298,2.399195,-5.143503,
0,185,37.832379,agent_2,actor_logits,1,1,3,3.046134,-2.941127,3.466502,0.152433,0.967364,-0.420368,3.046134,-2.941127,
0,186,37.854678,agent_0,actor_logits,2,1,3,0.499061,-0.263884,0.667545,1.035472,0.505240,-0.168485,-0.263884,0.499061,
0,187,38.323260,agent_3,actor_logits,2,1,3,2.952205,-4.907757,0.883155,0.606744,0.707282,2.069050,-4.907757,2.952205,
0,188,38.335850,agent_0,actor_logits,1,1,3,2.762097,-5.465671,0.810633,0.618953,0.692116,1.951463,2.762097,-5.465671,
0,189,38.772609,agent_2,actor_logits,1,1,3,1.889289,-1.470558,2.497630,0.399135,0.895239,-0.608341,1.889289,-1.470558,
0,190,38.819634,agent_1,actor_logits,1,1,2,0.529146,0.107300,0.421846,0.671388,0.603925,0.107300,0.529146,,
0,191,38.850837,agent_0,actor_logits,2,1,3,1.625341,-1.175006,1.839293,0.577846,0.819861,-0.213952,-1.175006,1.625341,
0,192,38.872775,agent_3,actor_logits,0,1,2,1.477859,1.005450,0.472408,0.666010,0.615954,1.477859,1.005450,,
0,193,39.312938,agent_0,actor_logits,1,1,3,2.543045,-5.367827,0.485182,0.666546,0.618830,2.057863,2.543045,-5.367827,
0,194,39.372775,agent_3,actor_logits,1,1,2,2.879764,1.056158,1.823606,0.403147,0.860998,1.056158,2.879764,,
0,195,39.760229,agent_2,actor_logits,1,1,3,0.621706,-0.755257,0.651217,0.960423,0.563776,-0.029511,0.621706,-0.755257,
